crop,N,temperature,humidity,rainfall,Area(hectares),yield(t/ha)
cotton,70.88,18.71,63.76,388.83,3529.29,17.715209008044113
jute,75.8,13.07,77.62,385.97,1003.89,14.436611580950103
jute,84.11,21.3,66.21,421.83,4521.19,12.738405154395194
cotton,98.96,26.3,42.12,258.52,2310.01,17.631850078571087
lentil,87.19,25.73,45.06,148.15,120.34,9.05318264916071
watermelon,130.78,28.75,85.57,294.54,1181.9,15.774955579998306
watermelon,24.89,22.1,46.63,459.44,642.49,15.56777537393578
jute,55.22,21.52,64.42,51.02,3956.95,9.50931146463817
coffee,21.37,12.7,68.86,326.53,3330.69,11.500773113078672
apple,115.16,17.06,92.52,211.53,1443.84,10.753469913563832
apple,62.86,33.65,57.69,235.48,4166.26,12.169290922794064
coconut,98.48,27.96,59.85,344.8,1848.81,15.147548963928148
lentil,48.95,32.06,71.53,210.89,4455.11,12.02655602218576
coffee,109.9,30.6,40.46,138.07,3355.89,11.691774760197742
jute,56.52,10.6,61.33,53.6,1834.66,4.301069407955698
maize,48.97,39.24,67.05,90.63,4510.02,8.033913375106984
coffee,133.26,22.4,78.44,100.09,2916.17,11.660753659766062
maize,123.05,33.68,52.69,209.14,4430.18,10.38574730597854
watermelon,113.71,33.77,55.64,440.09,3532.5,13.894448690728945
coconut,58.45,14.52,71.92,291.7,1262.31,12.39590116532389
muskmelon,101.37,22.21,63.09,329.28,251.29,14.39647419316328
rice,45.3,22.07,91.25,96.32,1472.1,11.611609265674888
grapes,122.32,33.2,41.71,457.43,2585.95,16.022660917651155
banana,102.89,22.44,92.94,176.81,579.68,13.695521667126693
grapes,91.84,36.9,77.34,161.06,1540.84,8.144933932140912
cotton,43.97,14.46,38.32,355.86,541.36,11.736256834638688
apple,25.39,10.2,76.25,465.07,894.34,10.414864592884138
chickpea,54.14,12.2,71.44,210.49,2527.09,8.808186491181557
orange,147.73,18.79,67.11,119.97,3752.61,10.703105305374129
watermelon,148.85,27.38,69.08,316.19,2423.32,15.902039350973045
rice,133.3,32.45,72.91,251.81,920.36,14.149104698161588
watermelon,117.32,36.87,56.85,194.22,3258.84,8.16787261725031
rice,111.56,22.98,77.97,445.23,3309.78,17.36689145502118
lentil,61.24,27.94,63.46,368.15,4917.57,17.22706540018749
maize,107.01,20.68,69.3,353.76,1732.64,15.60389348046911
grapes,121.1,17.11,61.55,310.87,3664.51,14.024846432401604
mango,84.93,19.14,88.08,107.4,1690.98,10.89134702953317
grapes,87.84,38.91,93.91,429.51,1484.1,11.562030860454149
mango,30.23,26.38,33.06,374.79,1586.79,15.426288292716745
maize,48.7,39.4,75.5,268.31,3043.52,11.042937125433708
jute,103.68,32.92,83.7,298.31,2388.72,13.9780217019994
coffee,73.29,20.51,84.08,373.06,1951.26,14.849917489212098
lentil,41.04,18.32,86.9,269.7,628.91,13.5391073444531
orange,100.82,12.31,81.24,466.49,2138.24,15.94817700538761
maize,53.0,14.25,65.33,461.75,3259.34,14.782087784643515
jute,48.22,17.89,94.42,224.65,4574.41,13.39365513803966
cotton,77.33,21.4,40.91,131.02,2005.34,11.238303729043452
coconut,48.94,12.42,65.79,469.55,1086.59,13.122557726465365
chickpea,70.29,14.91,40.9,208.71,4942.08,10.353782213157212
apple,55.24,29.78,67.27,328.23,4322.23,13.7851548853254
mango,99.53,11.08,62.0,463.03,3066.42,11.581026082532723
banana,105.35,23.58,75.15,236.42,3059.22,17.77608998372134
jute,36.41,25.01,63.77,215.1,4982.39,16.727590574001635
muskmelon,61.3,17.64,57.23,171.37,3012.42,10.72600766161425
maize,48.34,13.95,33.94,306.32,3141.83,11.112650907273784
lentil,20.8,23.91,49.2,466.5,425.01,18.50991741370792
muskmelon,112.2,19.46,56.0,320.83,4488.53,13.19577901896612
mango,66.42,38.95,89.24,348.43,2279.75,11.231639434148482
jute,48.42,35.01,67.23,194.36,1400.33,8.299243749687575
maize,113.28,39.07,76.41,314.57,687.33,11.224288187624577
coconut,84.22,21.31,32.72,122.59,1713.42,16.302243466283805
banana,88.99,33.62,37.3,494.74,116.39,16.373399776613113
coffee,125.92,10.54,69.83,422.51,3053.43,12.435474204419291
jute,93.02,16.85,83.24,396.68,4159.26,14.904345965388076
orange,77.27,36.3,63.2,457.0,3821.61,13.406101093518176
muskmelon,95.36,23.89,73.4,172.55,1939.81,15.589356689572693
watermelon,145.14,24.47,61.0,487.86,1014.61,20.021456520239305
jute,95.08,27.28,91.13,436.79,530.77,15.089605667238164
maize,44.78,24.92,32.22,54.61,1510.23,12.164670282010023
jute,83.6,14.31,36.86,296.89,287.49,10.6406483703781
orange,79.86,14.54,69.11,312.43,2488.98,13.276675585983012
watermelon,62.05,21.08,36.2,417.31,1304.03,18.000889550087038
muskmelon,72.98,10.77,77.42,379.02,4151.7,11.70285425247489
grapes,27.1,11.1,94.78,94.14,4017.31,6.383343580654716
mango,80.92,23.45,55.36,299.66,314.49,16.79290279500143
orange,95.25,35.04,61.05,210.85,1643.01,11.837554244952862
coconut,79.15,29.34,58.72,324.54,978.77,17.394689252837747
grapes,76.89,23.83,59.04,437.1,507.07,17.960991579071923
coffee,86.66,38.31,38.85,220.18,563.18,7.998686032884691
chickpea,61.8,15.13,83.31,78.01,4574.07,6.632808417886041
cotton,26.75,34.66,85.17,358.94,3117.45,12.992558020176748
mango,128.03,38.89,59.09,248.88,2429.46,11.0060136820528
coconut,77.04,31.5,84.36,77.08,382.63,12.099704675535111
watermelon,61.99,22.65,31.79,454.17,1040.85,16.72324542441274
mango,97.12,32.88,57.12,356.57,3963.02,15.03084264020873
mango,143.26,32.85,83.35,167.4,31.95,15.161815336463224
cotton,82.51,14.41,82.43,240.88,1151.62,12.402954099442525
muskmelon,62.4,19.79,33.52,373.45,2323.75,17.43749973103819
muskmelon,65.79,19.29,55.91,378.44,1833.35,13.258275833856056
banana,126.05,28.42,60.94,104.28,2217.87,12.631484261926984
coconut,66.42,39.11,38.03,293.67,4632.4,11.05812753648217
banana,130.5,37.43,41.09,382.4,3520.9,11.343065693430658
muskmelon,124.22,30.26,51.76,148.26,258.64,12.06340859882462
muskmelon,85.52,23.21,53.02,495.02,1610.79,16.086057152080656
orange,59.22,20.78,92.77,133.35,1785.11,12.11064304160528
watermelon,103.69,32.07,47.48,67.06,3333.59,8.943376360020277
maize,64.88,38.8,83.34,176.23,3373.84,8.644544495293196
grapes,91.45,30.63,57.82,213.22,1003.48,12.935653924343285
mango,44.24,29.7,70.1,251.22,1892.14,13.896344879342966
muskmelon,52.06,27.78,91.54,266.67,1075.56,13.291662017925546
muskmelon,92.7,30.2,78.76,367.11,4424.06,16.62762711174803
mango,27.97,18.21,36.59,234.98,1045.75,12.322084628257231
rice,108.83,10.68,34.8,128.8,3402.28,7.542236382661039
apple,66.07,34.62,78.88,291.33,342.0,14.125584795321636
grapes,86.75,38.06,31.15,475.5,3984.12,8.177871148459383
coconut,147.92,26.25,89.3,217.16,3049.82,17.039881042159863
banana,66.07,16.78,93.68,382.25,3283.73,13.889263124556525
orange,100.87,37.72,80.3,315.72,2272.29,9.225226533585062
coconut,120.15,11.52,65.54,453.72,2780.33,12.498699794628696
jute,142.33,14.67,53.55,283.46,1506.26,11.864127043139964
coconut,123.52,14.48,42.22,277.29,2344.67,13.0105643864595
banana,106.79,22.71,76.9,411.24,1865.52,17.277456151636006
coconut,66.19,23.91,31.2,94.96,128.55,13.996421625826525
orange,85.91,29.75,82.08,322.88,396.27,16.678451560804504
watermelon,70.58,34.16,69.15,338.29,4151.75,14.118805323056542
coconut,114.55,26.3,69.94,415.18,3364.09,16.06580382807832
grapes,45.69,35.84,58.67,189.3,1944.33,9.521830142002646
apple,80.14,29.13,51.72,325.74,1750.12,15.770570018055905
coconut,88.75,19.25,67.3,60.45,1476.18,7.985963771355796
lentil,99.6,11.45,54.56,488.1,537.23,18.197792379427803
coconut,101.87,25.72,87.8,212.77,839.59,16.62699651020141
orange,143.32,35.22,34.27,325.78,4732.22,10.18362840273698
cotton,51.27,13.93,80.71,137.88,3478.8,7.84297171438427
apple,121.98,25.95,52.83,400.97,4210.82,16.321937294873685
cotton,62.01,30.65,31.52,130.79,2897.42,9.828198880383235
rice,101.69,33.63,55.45,332.51,2175.9,13.178569787214483
grapes,42.39,16.43,56.77,488.75,4565.65,17.680295248212193
rice,74.7,35.98,88.8,179.7,2761.46,10.860899669015666
orange,108.29,14.45,88.8,430.01,3193.49,14.21462099458586
muskmelon,117.9,19.06,91.43,403.39,2020.88,16.04115038992914
muskmelon,84.16,32.19,68.01,305.28,1526.1,14.316997575519297
lentil,65.0,22.17,84.95,339.0,837.12,15.884496846330274
lentil,43.49,17.9,46.38,293.52,1186.06,12.851356592415224
banana,76.17,21.24,52.66,360.65,1335.15,13.783222858854808
apple,96.35,34.99,39.39,285.15,2038.26,11.190633187130198
cotton,85.8,24.31,84.62,238.99,3928.71,14.448933619432331
muskmelon,122.9,24.2,55.48,473.45,1126.4,18.951784446022728
coconut,74.44,22.16,79.29,248.0,672.22,13.37179792329892
rice,49.11,38.5,79.47,395.54,4383.2,10.37224174119365
watermelon,39.43,19.67,79.84,333.35,359.34,15.346106751266213
lentil,97.38,12.01,87.34,133.87,2340.03,7.441425964624384
cotton,79.81,14.4,40.4,276.2,3417.21,11.038660193549708
mango,78.22,23.91,47.77,351.6,1645.91,18.3629177780073
apple,41.97,12.87,40.54,276.07,4632.29,14.904986518546982
rice,115.86,31.66,70.11,315.59,4722.26,12.464442872692311
maize,78.63,15.35,73.36,52.6,1444.46,6.9372291375323645
coffee,144.43,18.91,78.11,365.96,2087.11,16.819568685886225
lentil,34.46,28.16,57.4,471.08,3827.34,15.909326059351926
orange,114.75,20.96,78.82,132.63,65.76,13.32162408759124
watermelon,118.0,28.13,77.51,497.84,1385.83,16.170857897433308
apple,71.94,37.51,40.89,232.84,4791.79,11.70117847401493
apple,147.24,37.62,76.28,258.84,3852.57,11.42144853954633
coconut,89.05,31.52,80.04,79.08,1658.99,10.7117463034738
rice,67.61,13.72,66.51,398.18,4365.48,11.027618955991096
grapes,108.03,19.17,37.07,473.09,79.42,17.50277008310249
grapes,141.16,15.43,63.03,450.67,4717.72,14.572418456372992
jute,67.23,21.08,65.87,268.68,2941.29,14.460100840107572
jute,64.89,28.34,56.69,403.11,3666.98,16.00397329682736
cotton,34.87,27.61,84.86,411.5,3630.17,18.936132467625484
watermelon,111.61,38.48,72.4,317.88,2352.16,10.308584450037412
jute,106.55,38.51,60.81,377.17,3362.75,10.14329343543231
muskmelon,136.05,15.82,78.82,291.92,594.49,13.215714309744486
muskmelon,26.81,28.66,30.67,140.16,2814.37,12.522685361199844
banana,56.96,13.92,45.44,366.83,1762.3,13.125750439766216
grapes,62.8,26.93,71.81,86.71,512.85,11.06337135614702
cotton,89.16,36.17,62.14,145.42,1233.14,10.908177498094297
maize,49.52,26.88,93.21,359.84,723.36,15.297569674850696
muskmelon,127.57,26.26,65.85,104.42,1742.26,14.191331948159288
grapes,106.71,13.02,69.04,211.41,3065.02,10.10406783642521
lentil,55.89,38.76,88.03,186.4,2695.7,9.244029380123902
cotton,25.87,29.52,60.06,153.55,4451.09,12.525132046307755
banana,87.99,28.57,63.47,494.49,1904.08,18.53821268013949
coconut,43.42,37.78,53.09,77.8,4584.18,7.775532374383203
grapes,45.21,17.65,56.47,242.17,1604.37,14.608581561609856
mango,88.96,19.95,42.87,359.94,2322.07,13.898543110242151
maize,38.43,31.17,90.41,325.18,759.48,14.953336493390214
chickpea,93.89,37.84,86.22,243.42,2100.9,8.077009852920177
lentil,98.64,18.69,74.44,211.15,3887.35,14.074173923109573
cotton,121.36,15.59,47.16,308.73,2825.18,11.766298076582732
lentil,92.12,38.83,90.85,229.32,2525.83,11.41859111658346
watermelon,82.34,31.48,73.02,479.67,4784.29,15.695576564129682
muskmelon,73.08,16.83,37.79,115.68,1691.74,11.466365990045752
cotton,64.43,22.49,85.4,312.89,1923.93,16.14638266464996
mango,114.66,10.07,81.96,351.46,795.82,11.640069362418636
watermelon,69.56,14.64,59.1,103.07,3295.68,11.291663632391495
lentil,131.23,20.16,62.52,202.32,4057.6,14.298553332018928
orange,27.94,31.01,62.97,179.82,1405.39,10.884003728502408
muskmelon,96.41,17.15,50.46,106.7,1390.11,8.350792383336572
apple,47.67,25.18,63.69,167.1,1023.06,15.678259339628177
banana,78.24,21.08,84.77,66.44,1617.67,10.198149189884218
banana,107.29,29.37,47.02,472.64,1067.84,15.452296224153434
maize,136.17,32.46,49.83,207.63,231.49,10.468486759687243
orange,93.87,16.65,61.64,316.84,4630.43,15.276136341549272
maize,96.78,14.73,64.66,68.39,574.66,7.099676330351861
maize,82.75,28.17,33.35,378.21,4224.91,19.22181537594884
muskmelon,30.11,33.73,35.71,431.88,3014.22,12.383843913184837
coconut,85.49,12.84,45.26,303.73,3846.35,9.989969711544711
grapes,24.02,34.83,70.12,294.68,4703.42,14.789578647027058
rice,122.24,15.74,45.88,331.44,4126.26,14.296665745735847
banana,149.64,18.66,83.48,137.08,853.3,12.26726825266612
coconut,137.64,16.44,66.99,478.78,1239.32,16.764080302101153
coconut,57.36,34.88,63.22,185.08,1724.81,11.891617047674815
cotton,102.7,34.9,71.62,252.33,726.56,10.031669786390664
coconut,25.63,34.0,60.6,84.7,4919.22,11.008273669402874
orange,137.75,34.78,49.9,153.34,1197.9,8.860130227898821
banana,66.2,37.18,60.97,152.5,2022.37,8.634646479130922
muskmelon,94.7,34.71,36.59,149.93,119.04,8.262684811827956
cotton,138.44,20.78,68.76,332.5,1811.7,16.715543412264722
orange,146.2,23.23,78.9,239.87,3130.44,17.662015563307392
watermelon,108.56,31.69,64.71,79.97,3239.0,10.83381290521766
jute,148.29,20.1,80.11,212.73,2033.56,14.888151812584828
lentil,23.27,16.37,39.07,329.68,1711.9,15.603475670307844
watermelon,40.63,33.64,58.13,472.88,4521.23,13.934438194915987
chickpea,40.8,17.9,69.59,391.49,1187.43,15.228678743168018
banana,102.06,23.17,59.8,127.76,3277.82,10.506583644007298
coconut,26.8,30.16,48.76,176.39,977.6,13.39095744680851
coffee,21.04,32.4,78.29,203.92,2340.0,9.88234188034188
grapes,41.02,13.3,68.3,94.77,141.81,7.121712150059939
mango,28.58,35.94,49.79,264.84,868.24,11.380505390214688
muskmelon,65.51,30.51,54.79,212.28,1145.23,10.410921823563823
coffee,107.74,20.19,78.69,261.75,4634.73,13.438873461884514
apple,121.55,16.44,93.07,405.88,917.34,16.909619116140146
apple,85.39,19.05,54.99,336.57,3399.61,16.23246784189951
banana,143.74,30.24,60.94,118.89,1088.4,11.260951855935318
apple,89.59,39.63,81.57,283.22,4674.03,8.398392821612184
cotton,81.5,34.71,77.67,142.45,1027.14,10.94531417333567
muskmelon,129.22,35.88,30.59,200.09,2489.47,8.026218432035735
coffee,115.72,21.79,69.8,152.43,464.42,11.832156237888118
muskmelon,61.33,28.88,37.09,249.04,2038.09,15.759416905043448
muskmelon,22.02,30.45,31.17,216.79,41.44,12.007239382239382
maize,78.18,16.89,53.33,114.61,1732.36,11.766896026230114
coffee,37.34,30.97,88.57,292.58,2842.48,14.450680391770565
lentil,37.77,31.99,36.41,379.65,3694.49,12.874134183608565
chickpea,113.93,32.27,84.81,68.81,4546.92,11.168091807201357
rice,32.24,39.97,69.92,109.02,326.93,9.042424983941515
cotton,147.57,35.76,90.07,366.16,4736.89,12.016175169784397
banana,83.46,19.43,52.21,365.62,581.35,13.99053926206244
mango,97.04,17.55,74.04,59.48,1032.01,11.804178254086686
rice,41.14,23.02,94.8,206.43,1915.09,14.015712055308104
grapes,148.57,30.52,71.38,90.27,4142.4,11.584624855156433
watermelon,47.64,13.45,69.67,323.8,4006.88,11.487753563870143
cotton,106.78,12.03,59.5,209.16,1321.48,11.223431304295184
rice,48.09,18.97,54.19,222.76,3838.97,12.502981268413144
orange,57.92,25.68,84.78,472.33,699.74,15.541258181610312
jute,75.76,11.33,53.55,263.96,2321.2,10.63273737721868
lentil,95.96,23.36,66.85,355.85,1350.68,16.69862587733586
grapes,47.11,15.42,49.33,185.85,1436.41,12.451660737533151
chickpea,47.48,35.79,43.2,378.18,2421.91,12.790875796375587
muskmelon,118.4,31.44,73.6,132.05,4836.42,11.40791329123608
grapes,145.27,28.42,38.05,116.76,1596.52,13.221112168967505
mango,132.97,15.11,91.63,238.91,2867.62,11.963363346607988
apple,128.6,19.0,37.28,149.01,4008.3,10.893398697702269
orange,146.63,16.24,44.9,66.02,1560.27,7.104917738596525
chickpea,80.81,20.75,73.66,213.12,1675.03,12.09341325229996
cotton,119.95,15.08,44.94,251.36,3718.11,11.080043355360653
watermelon,74.07,22.91,66.48,352.96,4617.02,17.311852666871705
banana,122.75,38.51,72.88,202.65,1941.04,9.106916910522196
chickpea,118.42,20.11,69.62,258.45,4278.93,14.600481896174978
cotton,116.08,39.16,84.08,177.59,4710.83,9.385220863414728
jute,22.06,30.65,42.79,55.35,3495.92,12.702521796837456
banana,115.31,37.91,52.98,157.43,4594.63,8.574168104939897
lentil,134.21,31.72,53.63,431.13,3193.35,16.67280129018116
muskmelon,108.27,29.18,69.87,343.71,4821.07,14.440989240977627
banana,100.07,30.2,74.73,177.78,2871.37,14.034593242946748
coffee,140.11,36.91,62.37,159.52,784.84,11.113067631619185
mango,125.13,31.81,51.75,268.2,2264.24,15.406829664699858
jute,130.89,32.05,45.26,270.31,1024.66,11.92802490582242
coconut,119.92,11.47,60.71,174.35,178.98,8.197843334450777
watermelon,41.43,14.67,79.65,416.64,4327.02,15.880536720421905
banana,133.24,18.93,92.37,191.64,1804.09,13.215416082346223
apple,77.03,16.62,60.1,100.21,4295.96,10.539364891665658
chickpea,145.98,18.45,42.57,268.66,2110.6,12.555012792570832
coffee,49.11,15.2,79.11,223.69,3286.6,12.524347349844824
jute,138.22,32.51,62.29,448.84,344.9,13.780661061177153
coffee,142.7,11.63,42.96,321.59,1628.25,11.918562874251498
rice,73.52,12.44,68.02,314.48,3941.3,12.817298860781976
maize,94.38,22.07,91.81,100.1,1785.13,13.007030300314264
cotton,32.84,10.66,56.25,197.38,2708.95,10.075073367910075
muskmelon,128.09,13.34,76.39,405.18,4824.93,11.329494935677822
muskmelon,30.71,25.37,60.05,499.36,4712.57,20.483960980950947
watermelon,78.65,10.98,31.43,176.95,1455.25,10.86555574643532
chickpea,110.44,17.24,77.13,56.5,3902.09,9.003762086471609
coconut,27.78,15.79,36.17,294.06,3178.51,12.222613740400377
muskmelon,104.55,25.74,72.53,420.89,2599.54,20.425425267547336
coffee,58.29,39.85,74.13,105.75,2190.52,5.067116483757282
chickpea,77.37,32.98,51.53,466.04,1811.84,15.629128399858708
banana,147.88,10.08,53.92,51.59,3335.24,5.216038426020317
coconut,74.88,23.92,54.13,473.75,4515.56,18.329381073443823
coconut,57.2,19.2,65.17,498.66,235.24,17.088080258459446
apple,72.32,27.09,45.77,66.3,4969.68,12.633354662674458
grapes,124.63,21.98,83.58,130.03,3489.13,13.451135383319052
apple,93.8,22.33,77.28,192.55,662.94,13.504585633692338
orange,94.29,38.01,33.88,372.03,2889.41,13.138910711875434
maize,149.82,13.83,33.83,131.51,2408.76,8.092711602650326
apple,68.82,27.53,40.9,213.04,3849.7,11.394737252253424
jute,39.41,16.32,77.38,406.39,1487.85,14.150304130120643
watermelon,112.52,21.54,93.35,341.25,3932.89,15.440533551663028
cotton,42.93,23.51,52.3,444.75,1800.33,18.02586747985092
grapes,37.17,15.93,62.35,419.27,3108.03,17.0144786247237
coconut,94.28,17.99,43.36,231.76,4065.81,16.469608761845734
banana,86.18,13.76,41.8,232.0,1211.16,9.103578387661416
apple,77.06,16.77,70.93,396.27,1963.23,16.542447904728434
banana,147.14,26.95,33.88,247.01,522.04,15.644969734119991
watermelon,89.42,17.31,31.97,127.49,2326.01,10.142656308442351
muskmelon,133.91,33.84,48.18,83.85,557.99,8.238946934532876
grapes,31.49,26.74,71.31,395.44,3850.93,17.892233824037312
mango,24.14,38.43,76.64,442.18,3895.22,12.177301923896469
orange,112.18,24.84,31.86,236.16,1478.36,16.448652560945913
mango,48.28,17.29,90.88,468.5,1333.65,15.405001312188356
banana,143.72,32.49,78.59,263.75,1893.91,11.67641017788596
banana,30.07,32.3,59.12,301.78,3621.84,10.437286020365338
banana,131.12,21.57,86.14,276.5,1854.91,15.366955809176725
mango,63.41,25.3,79.91,383.96,2559.74,15.951729472524557
jute,144.1,11.21,78.87,78.09,4897.18,9.461392066454572
coffee,148.29,31.02,47.73,456.07,3824.51,17.359217259204446
coffee,68.37,39.6,42.83,290.53,4926.4,9.474819340695031
cotton,132.72,23.44,62.99,228.39,571.8,15.809776145505424
apple,99.26,20.34,70.05,282.83,1285.68,13.60609171800137
orange,63.23,11.45,34.02,353.35,1057.43,12.687175510435678
orange,58.85,23.71,65.58,388.05,1144.79,19.43475222529896
chickpea,60.95,13.06,37.33,382.79,1732.31,15.339535071667314
banana,91.22,32.58,67.02,363.3,3790.37,13.28172975197672
maize,50.63,13.59,58.28,241.44,2808.52,12.911344765214418
coffee,44.76,15.43,37.96,335.18,3645.45,11.986791754104432
rice,89.35,24.14,89.54,278.41,1760.92,18.067816823024327
rice,119.14,10.03,82.05,241.48,3645.94,10.388028875955172
orange,135.91,25.57,42.84,417.91,2285.03,18.350905677387168
coffee,138.58,21.15,41.42,130.81,2033.97,12.907850164948352
rice,120.94,12.05,30.84,369.99,3924.6,14.323635529735515
jute,135.95,10.89,49.23,446.33,2538.57,14.720894046648308
jute,71.43,17.69,46.29,227.63,1507.15,13.881584447467072
maize,96.32,16.47,59.53,312.85,2142.46,11.001773662052036
jute,143.72,29.68,38.45,255.4,4397.73,12.599911772664536
watermelon,125.61,11.69,62.11,85.5,1914.11,11.400311371864731
coconut,26.76,21.23,31.98,440.62,3107.11,15.586171715838832
maize,39.14,25.44,58.01,470.83,4834.79,18.906593667977308
jute,111.62,12.6,82.77,422.59,3455.17,14.79746872078653
coconut,57.75,13.22,35.02,299.62,3036.03,14.266822132851123
grapes,114.98,20.68,78.19,93.72,1252.77,16.0059388395316
apple,121.61,15.98,41.42,377.42,4008.49,16.174679243306084
mango,112.5,28.92,68.75,119.38,1928.95,14.183535083853911
muskmelon,50.15,22.33,43.41,276.61,1121.48,15.660100938046154
lentil,107.84,22.16,90.56,431.12,2512.29,17.64624306907244
apple,86.74,28.93,64.69,213.33,182.66,11.76792948647761
coffee,23.42,32.03,42.76,363.42,815.89,16.03800757455049
watermelon,47.8,33.63,43.32,471.11,3429.54,15.259629571312772
cotton,96.77,10.82,58.41,307.56,1644.87,10.93312541416647
watermelon,148.57,16.46,90.93,378.9,4645.41,11.669482349243662
muskmelon,62.85,29.3,73.69,179.3,4188.45,16.10918120068283
coffee,63.63,32.96,76.1,101.99,3337.64,11.18517874905622
jute,52.15,21.72,58.87,319.92,3435.2,16.26867140195622
chickpea,108.11,22.43,65.47,262.65,4357.7,14.276561029901096
lentil,136.23,12.57,30.39,103.12,4951.72,10.01577835580364
jute,36.41,22.71,81.58,321.92,4046.39,14.516840937230471
mango,82.34,11.42,59.64,387.05,3221.42,12.531920705775716
watermelon,139.47,31.2,34.4,142.37,272.54,9.793938504439714
banana,30.84,13.5,83.64,271.42,66.77,13.543357795417103
coconut,86.43,11.28,50.53,418.47,1919.33,13.022945507025891
coffee,90.34,19.32,76.13,486.9,2907.16,15.8442982154405
banana,70.73,32.52,47.53,216.37,4524.16,12.607648712689208
watermelon,57.91,28.27,39.15,197.53,1366.78,12.485315851856187
grapes,75.81,30.08,61.6,56.25,3143.83,10.757152899488842
orange,93.87,36.89,49.68,294.3,3188.93,11.579981373062438
lentil,126.48,38.49,52.99,440.36,3525.48,11.772813914700976
coconut,58.5,39.21,39.08,54.38,3643.53,6.054834185528869
mango,100.03,37.37,46.8,81.67,4307.85,5.018266652738604
grapes,139.51,25.34,84.26,450.14,4737.01,20.43914410144796
mango,66.96,35.78,45.89,256.51,3153.94,12.40976049005371
mango,63.32,34.6,68.06,376.35,2634.37,15.791426413146215
muskmelon,80.62,37.55,55.07,99.0,4001.89,9.08992501043257
muskmelon,81.88,16.75,85.03,348.51,2184.77,15.598708330854048
apple,99.44,11.64,33.33,82.26,4163.02,8.288576562207243
maize,122.93,19.24,44.19,252.01,2140.52,12.07600956776858
rice,108.01,10.7,59.0,217.22,331.9,10.456251883097318
coconut,42.56,30.46,55.05,121.61,2216.74,12.3743515252127
rice,86.98,12.33,94.5,117.61,3935.17,7.621386115466422
lentil,96.87,36.36,48.51,223.94,4338.88,11.243698834722323
apple,117.77,33.59,70.19,362.9,103.13,12.64947154077378
orange,42.48,28.68,72.24,125.47,2978.71,13.72251746561431
apple,139.92,23.88,51.34,442.6,4399.93,18.35893298302473
mango,119.77,15.61,43.35,367.8,2225.66,12.333357296262683
coffee,108.93,31.37,48.89,302.74,2254.19,15.731233835657155
coconut,122.25,18.67,85.23,132.57,1779.19,11.983402559591724
mango,93.21,12.42,63.43,408.51,1257.03,13.56238912356905
maize,87.81,23.59,94.66,173.27,1680.59,12.835307838318686
chickpea,71.13,11.64,65.04,265.57,3709.27,10.77908591178318
mango,24.04,34.69,85.23,254.2,2282.72,12.658849968458682
jute,36.71,14.66,63.83,142.06,3557.15,11.406429304358824
grapes,92.84,26.82,62.37,405.14,1610.78,16.521238157911075
watermelon,41.82,25.93,34.47,375.34,2082.51,18.13237871606859
rice,38.1,26.32,70.71,483.52,1663.23,20.3210560175081
rice,55.27,28.77,69.28,147.84,3582.9,11.952008149822769
apple,90.23,27.02,73.01,122.35,4312.78,11.671256127138411
coffee,106.99,32.93,41.24,310.16,4716.37,14.466479517086237
cotton,107.82,33.7,93.2,367.33,80.0,15.785125
orange,86.46,12.76,40.61,485.91,215.41,16.032310477693702
mango,127.94,15.92,30.64,416.12,1059.43,13.153403245141256
apple,105.95,21.75,82.43,290.95,1256.02,13.954124934316331
watermelon,73.2,22.68,79.1,379.82,3057.62,17.723530065868225
rice,117.06,26.67,32.28,257.92,1376.04,13.681978721548791
cotton,31.01,17.68,50.59,342.84,3128.47,14.241984100854411
mango,140.78,14.7,63.97,57.96,1383.41,8.836194620539102
orange,118.0,31.18,58.19,413.81,448.63,15.469763502217862
mango,123.94,39.89,35.44,298.59,1965.29,10.496868146685731
maize,76.65,21.06,62.69,376.96,301.02,15.26569663145306
orange,76.98,29.2,39.36,245.19,2572.5,14.190561710398445
cotton,131.94,10.76,52.57,124.66,2113.22,8.029826520665146
banana,138.69,20.8,77.16,290.0,4421.88,15.42929477959601
rice,98.44,35.86,84.19,50.25,633.76,5.3284208533198685
grapes,117.84,35.45,35.11,361.55,2518.22,12.614362525911162
grapes,37.89,33.71,54.28,330.46,208.36,13.617824918410442
watermelon,47.44,39.05,36.43,185.41,1701.93,8.785185054614468
watermelon,82.2,16.77,89.46,452.01,4574.6,15.72785380142526
cotton,61.28,12.52,64.17,242.52,3889.75,8.99402789382351
orange,141.1,17.87,47.55,316.32,2959.55,12.486712506968964
muskmelon,140.55,36.21,68.06,339.43,3043.4,9.946536768088322
rice,36.1,25.0,87.81,469.04,2539.85,18.23062385573952
rice,71.1,33.64,84.78,93.66,3899.7,11.166094827807267
coconut,120.25,25.08,94.2,444.99,1843.42,18.624469735600133
mango,65.59,22.92,57.34,247.93,2157.02,15.501057013843171
watermelon,102.05,29.97,53.33,68.68,1732.56,12.620065105970356
chickpea,47.25,21.18,40.51,458.48,160.46,16.988096721924464
grapes,38.2,16.21,43.47,412.15,2906.96,14.65746346698957
orange,27.13,30.01,61.89,54.92,2185.42,10.150442477876105
chickpea,144.87,15.97,62.46,426.59,3595.06,14.458223228541389
banana,32.13,26.59,79.99,496.54,2363.1,16.76821124793703
maize,38.32,23.83,54.78,442.15,1573.86,19.823065583978245
